indicator.id;indicator.long_name;indicator.description;indicator.code;indicator.unit_id
800;Коммерческие и Управленческие расходы по проекту;;C852;7
683;Обязательные платежи и взносы на 1 жителя;;C713;40
675;Начисленный за отчетный год учетный износ основных фондов (амортизация и износ, отражаемые в бухгалтерском учете и отчетности) по коммерче;;C704;7
1059;Количество активных предприятий и организаций;В разрезах ОКВЭД;C1120;32
1055;Эффективность вложений инвестиций в прирост ВГП (валовый городской продукт);Инвестиционные проекты;C1116;
1057;Эффективность вложений инвестиций в прирост численности населения;Инвестиционные проекты;C1118;
1058;Эффективность вложений инвестиций в прирост реально-располагаемых доходов населения;Инвестиционные проекты;C1119;
1060;Пропускная способность дорожной сети;Используется при потоковом моделировании для сравнения качества дорожного сообщения в Агломерациях;C1121;3
1061;Среднее число комнат, приходящееся на одного жителя;Используется в Индексе ОЭСР;C1122;4
1062;Объем основного потока прибывающей маятниковой миграции;Используется для агломераций;C1123;55
1063;Объем основного потока убывающей маятниковой миграции;Используется для агломераций;C1124;55
1064;Прочие инвест.потенциалы;C1125  = C793 - C978 - C979 - C981;C1125;7
1066;Число мест в коллективных средствах размещения на душу населения;Для Индекса ОЭСР;C1127;56
1065;Реальные располагаемые доходы домохозяйств (на 1 жителя);Для Индекса ОЭСР;C1126;57
1067;Реальные располагаемые доходы домохозяйств (на 1 домохозяйство);Для Индекса ОЭСР;C1128;58
1054;Расходы бюджета на поддержание и развитие зеленых насаждений;;C1115;7
1068;Расходы бюджета на благоустройство;Для интерфейса;C1129;7
685;Региональный Индекс Потребительских Цен (ИПЦ);;C715;3
176;Число организаций культурно-досугового типа;;C179;4
81;Расходы городского бюджета, в том числе: Прочие;;C082;7
572;уменьшение номинальной стоимости акций (Уставный капитал);;C589;7
1238;Доля площади многоквартирных домов, признанных аварийными, в общей площади многоквартирных домов, шт;;C1298;8
1239;Уровень занятости населения, %;;C1299;8
1240;Уровень безработицы, %;;C1300;8
1241;Среднедушевые денежные доходы населения, скорректированные на ИПЦ, руб./чел;;C1301;40
1247;Индекс добычи полезных ископаемых;;C1307;8
1248;Индекс добычи золота;;С1308;8
1249;Индекс сельхозпроизводства;;С1309;8
1250;Индекс вылова рыбы;;C1310;8
1251;Индекс энергетического производства;;С1311;8
1252;Индекс сбора кокосов;;С1312;8
1253;Специальные права заимствования (СПЗ);;C1313;72
1254;Официальные резервные активы за вычетом золота;;С1314;72
1255;Резервная позиция МВФ;;С1315;72
1256;Международные резервы;;C1316;72
1257;Запасы золота в унциях;;С1317;72
1258;Другие резервные активы;;С1318;72
1259;Резервы в иностранной валюте;;C1319;72
1260;Резервы центрального банка;;С1320;72
1261;Резервы правительства;;С1321;72
1262;Резервы за исключением центрального банка и правительства;;C1322;72
1263;Официальные резервные активы;;С1323;72
1264;Объем ликвидных обязательств;;С1324;72
1265;Не монетарные обязательства;;C1325;72
1266;Ценные бумаги, выпущенные правительством;;С1326;72
1267;Валюта, выпущенная правительством;;С1327;72
1268;Объем наличных денег;;С1328;72
1269;Денежная масса M1;;С1329;72
1270;Денежная масса M2;;C1330;72
1271;Денежная масса M3;;С1331;72
1272;Денежная масса M4;;С1332;72
1273;Денежная масса M5;;C1333;72
1274;Ликвидность;;C1334;72
1275;Задолженность;;С1335;72
1276;Займы;;С1336;72
1277;Облигации;;C1337;72
1278;Обязательства (не акции);;С1338;72
1279;Страховые технические резервы;;С1339;72
1280;Финансовые деривативы;;C1340;72
1281;Партнерские фонды;;C1341;72
1282;Монетарная база;;C1342;72
1283;Валюта в обращении;;C1343;72
1284;денежная масса М0;;C1344;72
1285;Процент СПЗ в международных резервах;;C1345;8
686;Кросс курс, руб-доллар;;C716;29
1286;Запасы золота;;C1347;72
1287;Индекс Производства меди;;C1348;8
546;увеличение номинальной стоимости акции (Итого);;C558;7
1132;Валовый Внутренний Продукт (ВВП) стран мира, долларов;Дублирующий С718, под удаление;C1192;30
688;Валовый Внутренний Продукт (ВВП);C1192 будет удален;C718;7
445;Капитал организации, итого по разделу III бухгалтерского баланса (На 31 декабря предыдущего года);;C450;7
444;Капитал организации, итого по разделу III бухгалтерского баланса (На отчетную дату отчетного периода);;C449;7
875;Доля отрасли в стране;;C965;3
874;Добавленная стоимость РФ;;C964;7
9;Темп роста валового внутреннего продукта РФ свыше среднемирового;;C010;2
602;Чистые активы (На 31 декабря отчетного года);;C631;7
642;Величина влияния изменений курса иностранной валюты по отношению к рублю (За отчетный год);;C671;7
544;увеличение номинальной стоимости акции (Добавочный капитал);;C555;7
443;Нераспределенная прибыль (непокрытый убыток) (На 31 декабря предыдущего года);;C448;7
442;Нераспределенная прибыль (непокрытый убыток) (На отчетную дату отчетного периода);;C447;7
441;Добавочный капитал (без переоценки) (На 31 декабря предыдущего года);;C444;7
440;Добавочный капитал (без переоценки) (На отчетную дату отчетного периода);;C443;7
439;Переоценка внеоборотных активов (На 31 декабря предыдущего года);;C442;7
438;Переоценка внеоборотных активов (На отчетную дату отчетного периода);;C441;7
437;Собственные акции, выкупленные у акционеров (На 31 декабря предыдущего года);;C440;7
436;Собственные акции, выкупленные у акционеров (На отчетную дату отчетного периода);;C439;7
435;Уставный капитал (складочный капитал, уставный фонд, вклады товарищей) (На 31 декабря предыдущего года);;C438;7
434;Уставный капитал (складочный капитал, уставный фонд, вклады товарищей) (На отчетную дату отчетного периода);;C437;7
531;переоценка имущества (Итого);;C540;7
658;Расходы на целевые мероприятия, в том числе расходы на служебные командировки и деловые поездки (За отчетный год);;C687;7
413;Отложенные налоговые активы (На 31 декабря предыдущего года);;C416;7
585;реорганизация юридического лица (Нераспределенная прибыль (непокрытый убыток));;C605;7
586;реорганизация юридического лица (Итого);;C606;7
405;Материальные поисковые активы (На 31 декабря предыдущего года);;C408;7
567;расходы, относящиеся непосредственно на уменьшение капитала (Уставный капитал);;C583;7
535;доходы, относящиеся непосредственно на увеличение капитала (Нераспределенная прибыль (непокрытый убыток));;C545;7
563;переоценка имущества (Собственные акции, выкупленные у акционеров);;C578;7
532;доходы, относящиеся непосредственно на увеличение капитала (Уставный капитал);;C541;7
533;доходы, относящиеся непосредственно на увеличение капитала (Собственные акции, выкупленные у акционеров);;C542;7
534;доходы, относящиеся непосредственно на увеличение капитала (Добавочный капитал);;C543;7
536;доходы, относящиеся непосредственно на увеличение капитала (Итого);;C546;7
565;переоценка имущества (Нераспределенная прибыль (непокрытый убыток));;C581;7
570;расходы, относящиеся непосредственно на уменьшение капитала (Нераспределенная прибыль (непокрытый убыток));;C587;7
571;расходы, относящиеся непосредственно на уменьшение капитала (Итого);;C588;7
406;Основные средства (На отчетную дату отчетного периода);;C409;7
656;Расходы на целевые мероприятия, в том числе связанные с оплатой труда (включая начисления)(За отчетный год);;C685;7
657;Расходы на целевые мероприятия, в том числе не связанные с оплатой труда (За отчетный год);;C686;7
410;Финансовые вложения (На отчетную дату отчетного периода);;C413;7
660;Расходы на целевые мероприятия, в том числе ремонт основных средств и иного имущества (За отчетный год);;C689;7
663;Расходы на целевые мероприятия (За отчетный год) Прочие;;C692;7
664;Всего использовано средств (За отчетный год);;C693;7
665;Остаток средств на конец отчетного года (За отчетный год);;C694;7
496;в т.ч. постоянные налоговые обязательства (активы) (За отчетный период);;C501;7
498;Изменение отложенных налоговых обязательств (За отчетный период);;C503;7
508;Результат от прочих операций, не включаемый в чистую прибыль (убыток) периода (За отчетный период);;C513;7
414;Прочие внеоборотные активы (На отчетную дату отчетного периода);;C417;7
420;Налог на добавленную стоимость по приобретенным ценностям (На отчетную дату отчетного периода);;C423;7
422;Дебиторская задолженность (На отчетную дату отчетного периода);;C425;7
426;Денежные средства и денежные эквиваленты (На отчетную дату отчетного периода);;C429;7
637;Платежи на уплату дивидендов и иных платежей по распределению прибыли в пользу собственников (участников)(За отчетный год);;C666;7
638;Платежи в связи с погашением (выкупом) векселей и других долговых ценных бумаг, возврат кредитов и займов(За отчетный год);;C667;7
488;Прочие доходы (За отчетный период);;C493;7
456;Заемные средства (На отчетную дату отчетного периода);;C461;7
448;Отложенные налоговые обязательства (На отчетную дату отчетного периода);;C453;7
450;Оценочные обязательства (На отчетную дату отчетного периода);;C455;7
464;Прочие обязательства (На отчетную дату отчетного периода);;C469;7
458;Кредиторская задолженность (На отчетную дату отчетного периода);;C463;7
480;Прибыль (убыток) от продаж (За отчетный период);;C485;7
1169;Затраты (за отчётный период);введенно для транспорта/GIH;C1209;7
468;БАЛАНС ПАССИВ (На отчетную дату отчетного периода);;C473;7
605;Поступления в том числе: от продажи продукции, товаров, работ и услуг (За отчетный год);;C634;7
610;Платежи организаций, в том числе: поставщикам (подрядчикам) за сырье, материалы, работы, услуги (За отчетный год);;C639;7
398;Нематериальные активы (На отчетную дату отчетного периода);;C401;7
416;ИТОГО Внеоборотные активы организаций по разделу I бухгалтерского баланса (На отчетную дату отчетного периода);;C419;7
418;Запасы (На отчетную дату отчетного периода);;C421;7
454;ИТОГО Долгосрочных обязательств организаций по разделу IV бухгалтерского баланса (На отчетную дату отчетного периода);;C459;7
624;Платежи в связи с приобретением акций других организаций (долей участия);;C653;7
424;Финансовые вложения (за исключением денежных эквивалентов) (На отчетную дату отчетного периода);;C427;7
452;Прочие обязательства (На отчетную дату отчетного периода);;C457;7
460;Доходы будущих периодов (На отчетную дату отчетного периода);;C465;7
510;Совокупный финансовый результат периода (За отчетный период);;C515;7
612;Платежи организаций, в том числе: процентов по долговым обязательствам (За отчетный год);;C641;7
613;Платежи организаций, в том числе: налога на прибыль организаций (За отчетный год);;C642;7
614;Платежи организаций, в том числе: прочие платежи (За отчетный год);;C643;7
615;Сальдо денежных потоков от текущих операций (За отчетный год);;C644;7
616;Денежные потоки от инвестиционных операций Поступления – всего (За отчетный год);;C645;7
617;в том числе: от продажи внеоборотных активов (кроме финансовых вложений) (За отчетный год);;C646;7
622;Платежи – всего (За отчетный год);;C651;7
466;ИТОГО Краткосрочных обязательств организация по разделу V бухгалтерского баланса ( На отчетную дату отчетного периода);;C471;7
474;Валовая прибыль (убыток) (За отчетный период);;C479;7
633;Поступления от выпуска облигаций, векселей и других долговых ценных бумаг и др.(За отчетный год);;C662;7
635;Платежи – всего(За отчетный год);;C664;7
476;Коммерческие расходы (За отчетный период);Проверка4;C481;7
478;Управленческие расходы (За отчетный период);;C483;7
494;Текущий налог на прибыль (За отчетный период);;C499;7
600;Величина капитала на 31 декабря отчетного года (Нераспределенная прибыль (непокрытый убыток));;C629;7
647;Добровольные имущественные взносы и пожертвования (За отчетный год);;C676;7
650;Всего поступило средств (За отчетный год);;C679;7
651;Расходы на целевые мероприятия (За отчетный год);;C680;7
652;Расходы на целевые мероприятия, в том числе социальная и благотворительная помощь (За отчетный год);;C681;7
593;Изменение добавочного капитала (Собственные акции, выкупленные у акционеров);;C614;7
594;Изменение добавочного капитала (Добавочный капитал);;C615;7
596;Изменение добавочного капитала (Итого);;C618;7
611;Платежи организаций, в том числе в связи с оплатой труда работников (За отчетный год);;C640;7
653;Расходы на целевые мероприятия, в том числе проведение конференций, совещаний, семинаров и т.п. (За отчетный год);;C682;7
654;Расходы на целевые мероприятия, в том числе иные мероприятия (За отчетный год);;C683;7
655;Расходы на содержание аппарата управления (За отчетный год);;C684;7
618;от продажи акций других организаций (долей участия) (За отчетный год);;C647;7
574;уменьшение номинальной стоимости акций (Добавочный капитал);;C591;7
575;уменьшение номинальной стоимости акций (Нераспределенная прибыль (непокрытый убыток));;C593;7
576;уменьшение номинальной стоимости акций (Итого);;C594;7
430;Оборотные активы организаций по разделу II бухгалтерского баланса (На отчетную дату отчетного периода);;C433;7
501;Изменение отложенных налоговых активов (За аналогичный период предыдущего года);;C506;7
592;Изменение добавочного капитала (Уставный капитал);;C613;7
628;Сальдо денежных потоков от инвестиционных операций(За отчетный год);;C657;7
634;Прочие поступления(За отчетный год);;C663;7
636;Платежи в том числе: собственникам (участникам) в связи с выкупом у них акций (долей участия) организации или их выходом из состава учас�;;C665;7
659;Расходы на целевые мероприятия, в том числе содержание помещений, зданий, автомобильного транспорта и иного имущества (кроме ремонта)(�;;C688;7
646;Целевые взносы (За отчетный год);;C675;7
649;Прочие(За отчетный год);;C678;7
497;в т.ч. постоянные налоговые обязательства (активы) (За аналогичный период предыдущего года);;C502;7
499;Изменение отложенных налоговых обязательств (За аналогичный период предыдущего года);;C504;7
503;Прочее (За аналогичный период предыдущего года);;C508;7
509;Результат от прочих операций, не включаемый в чистую прибыль (убыток) периода (За аналогичный период предыдущего года);;C514;7
661;Расходы на целевые мероприятия, в том числе прочие (За отчетный год);;C690;7
662;Приобретение основных средств, инвентаря и иного имущества (За отчетный год);;C691;7
582;реорганизация юридического лица (Уставный капитал);;C601;7
583;реорганизация юридического лица (Собственные акции, выкупленные у акционеров);;C602;7
584;реорганизация юридического лица (Добавочный капитал);;C603;7
504;Чистая прибыль (убыток) (За отчетный период);;C509;7
627;Прочие платежи(За отчетный год);;C656;7
486;Проценты к уплате (За отчетный период);;C491;7
502;Прочее (За отчетный период);;C507;7
453;Прочие обязательства (На 31 декабря предыдущего года);;C458;7
401;Результаты исследований и разработок (На 31 декабря предыдущего года);;C404;7
403;Нематериальные поисковые активы (На 31 декабря предыдущего года);;C406;7
409;Доходные вложения в материальные ценности (На 31 декабря предыдущего года);;C412;7
407;Основные средства (На 31 декабря предыдущего года);;C410;7
623;Платежи в том числе: в связи с приобретением, созданием, модернизацией, реконструкцией и подготовкой к использованию внеоборотных активов (За отчетный год);;C652;7
425;Финансовые вложения (за исключением денежных эквивалентов) (На 31 декабря предыдущего года);;C428;7
429;Прочие оборотные активы (На 31 декабря предыдущего года);;C432;7
579;уменьшение количества акций (Добавочный капитал);;C597;7
419;Запасы (На 31 декабря предыдущего года);;C422;7
423;Дебиторская задолженность (На 31 декабря предыдущего года);;C426;7
427;Денежные средства и денежные эквиваленты (На 31 декабря предыдущего года);;C430;7
428;Прочие оборотные активы (На отчетную дату отчетного периода);;C431;7
482;Доходы от участия в других организациях (За отчетный период);;C487;7
539;дополнительный выпуск акций (Добавочный капитал);;C549;7
507;Результат от переоценки внеоборотных активов, не включаемый в чистую прибыль (убыток) периода (За аналогичный период предыдущего года);;C512;7
547;реорганизация юридического лица (Уставный капитал);;C559;7
511;Совокупный финансовый результат периода (За аналогичный период предыдущего года);;C516;7
505;Чистая прибыль (убыток) (За аналогичный период предыдущего года);;C510;7
411;Финансовые вложения (На 31 декабря предыдущего года);;C414;7
417;ИТОГО Внеоборотные активы организаций по разделу I бухгалтерского баланса (На 31 декабря предыдущего года);;C420;7
431;ИТОГО Оборотные активы организаций по разделу II бухгалтерского баланса (На 31 декабря предыдущего года);;C434;7
469;БАЛАНС ПАССИВ (На 31 декабря предыдущего года);;C474;7
483;Доходы от участия в других организациях (За аналогичный период предыдущего года);;C488;7
485;Проценты к получению (За аналогичный период предыдущего года);;C490;7
493;Прибыль (убыток) до налогообложения (За аналогичный период предыдущего года);;C498;7
415;Прочие внеоборотные активы (На 31 декабря предыдущего года);;C418;7
495;Текущий налог на прибыль (За аналогичный период предыдущего года);;C500;7
512;Величина капитала на 31 декабря предыдущего года (Уставный капитал);;C517;7
513;Величина капитала на 31 декабря предыдущего года (Собственные акции, выкупленные у акционеров);;C518;7
516;Величина капитала на 31 декабря предыдущего года (Итого);;C522;7
523;в том числе: чистая прибыль (Собственные акции, выкупленные у акционеров);;C530;7
524;в том числе: чистая прибыль (Добавочный капитал);;C531;7
525;в том числе: чистая прибыль (Нераспределенная прибыль (непокрытый убыток));;C533;7
528;переоценка имущества (Собственные акции, выкупленные у акционеров);;C536;7
529;переоценка имущества (Добавочный капитал);;C537;7
517;За отчетный год Увеличение капитала - всего: (Уставный капитал);;C523;7
518;За отчетный год Увеличение капитала - всего: (Собственные акции, выкупленные у акционеров);;C524;7
519;За отчетный год Увеличение капитала - всего: (Добавочный капитал);;C525;7
520;За отчетный год Увеличение капитала - всего: (Нераспределенная прибыль (непокрытый убыток));;C527;7
521;За отчетный год Увеличение капитала - всего: (Итого);;C528;7
603;Чистые активы (На 31 декабря предыдущего года);;C632;7
604;Денежные потоки от текущих операций Поступления – всего(За отчетный год);;C633;7
607;Поступления от перепродажи финансовых вложений (За отчетный год);;C636;7
608;Прочие поступления(За отчетный год);;C637;7
609;Платежи - всего(За отчетный год);;C638;7
530;переоценка имущества (Нераспределенная прибыль (непокрытый убыток));;C539;7
537;дополнительный выпуск акций (Уставный капитал);;C547;7
540;дополнительный выпуск акций (Нераспределенная прибыль (непокрытый убыток));;C551;7
542;увеличение номинальной стоимости акции (Уставный капитал);;C553;7
543;увеличение номинальной стоимости акции (Собственные акции, выкупленные у акционеров);;C554;7
1167;Постоянные расходы в транспортной сфере;введенно для транспорта/GIH;C1207;7
545;увеличение номинальной стоимости акции (Нераспределенная прибыль (непокрытый убыток));;C557;7
548;реорганизация юридического лица (Собственные акции, выкупленные у акционеров);;C560;7
549;реорганизация юридического лица (Добавочный капитал);;C561;7
625;Платежи в связи с приобретением долговых ценных бумаг (прав требования денежных средств к другим лицам), предоставление займов другим ;;C654;7
551;реорганизация юридического лица (Итого);;C564;7
552;Уменьшение капитала - всего: (Уставный капитал);;C565;7
553;Уменьшение капитала - всего: (Собственные акции, выкупленные у акционеров);;C566;7
554;Уменьшение капитала - всего: (Добавочный капитал);;C567;7
555;Уменьшение капитала - всего: (Нераспределенная прибыль (непокрытый убыток));;C569;7
556;Уменьшение капитала - всего: (Итого);;C570;7
557;в том числе: убыток (Уставный капитал);;C571;7
558;в том числе: убыток (Собственные акции, выкупленные у акционеров);;C572;7
559;в том числе: убыток (Добавочный капитал);;C573;7
560;в том числе: убыток (Нераспределенная прибыль (непокрытый убыток));;C575;7
561;в том числе: убыток (Итого);;C576;7
562;переоценка имущества (Уставный капитал);;C577;7
564;переоценка имущества (Добавочный капитал);;C579;7
568;расходы, относящиеся непосредственно на уменьшение капитала (Собственные акции, выкупленные у акционеров);;C584;7
569;расходы, относящиеся непосредственно на уменьшение капитала (Добавочный капитал);;C585;7
639;Прочие платежи(За отчетный год);;C668;7
626;Платежи процентов по долговым обязательствам, включаемым в стоимость инвестиционного актива(За отчетный год);;C655;7
421;Налог на добавленную стоимость по приобретенным ценностям (На 31 декабря предыдущего года);;C424;7
433;БАЛАНС АКТИВ (На 31 декабря предыдущего года);;C436;7
487;Проценты к уплате (За аналогичный период предыдущего года);;C492;7
632;Поступления от выпуска акций, увеличения долей участия(За отчетный год);;C661;7
455;ИТОГО Долгосрочных обязательств организаций по разделу IV бухгалтерского баланса (На 31 декабря предыдущего года);;C460;7
630;Поступления в том числе: получение кредитов и займов(За отчетный год);;C659;7
461;Доходы будущих периодов (На 31 декабря предыдущего года);;C466;7
462;Оценочные обязательства (На отчетную дату отчетного периода);;C467;7
631;Поступления денежных вкладов собственников (участников)(За отчетный год);;C660;7
1168;Выручка транспортных предприятий;введенно для транспорта/GIH;C1208;7
640;Сальдо денежных потоков от финансовых операций(За отчетный год);;C669;7
399;Нематериальные активы (На 31 декабря предыдущего года);;C402;7
580;уменьшение количества акций (Нераспределенная прибыль (непокрытый убыток));;C599;7
581;уменьшение количества акций (Итого);;C600;7
643;Остаток средств на начало отчетного года (За отчетный год);;C672;7
644;Вступительные взносы (За отчетный год);;C673;7
459;Кредиторская задолженность (На 31 декабря предыдущего года);;C464;7
471;Выручка (За аналогичный период предыдущего года);;C476;7
473;Себестоимость продаж (За аналогичный период предыдущего года);;C478;7
475;Валовая прибыль (убыток) (За аналогичный период предыдущего года);;C480;7
489;Прочие доходы (За аналогичный период предыдущего года);;C494;7
491;Прочие расходы (За аналогичный период предыдущего года);;C496;7
490;Прочие расходы (За отчетный период);;C495;7
492;Прибыль (убыток) до налогообложения (За отчетный период);;C497;7
522;в том числе: чистая прибыль (Уставный капитал);;C529;7
577;уменьшение количества акций (Уставный капитал);;C595;7
578;уменьшение количества акций (Собственные акции, выкупленные у акционеров);;C596;7
467;ИТОГО Краткосрочных обязательств организация по разделу V бухгалтерского баланса (На 31 декабря предыдущего года);;C472;7
599;Величина капитала на 31 декабря отчетного года (Добавочный капитал);;C627;7
601;Величина капитала на 31 декабря отчетного года (Итого);;C630;7
412;Отложенные налоговые активы (На отчетную дату отчетного периода);;C415;7
506;Результат от переоценки внеоборотных активов, не включаемый в чистую прибыль (убыток) периода (За отчетный период);;C511;7
1288;средняя цена кв.м на первичном рынке жилья;;C1349;72
1289;Число безработных, тыс. чел;;С1350;6
303;Прибыль (убыток) до налогообложения отчётного года, Прибыль (убыток) до налогообложения прошлого года, Раздел Е Водоснабжение/ водоотведение;;C306;7
323;Дебиторская задолженность, Раздел Е Водоснабжение/ водоотведение, организация сбора и утилизация отходов, деятельность, ликвидации загрязнений;;C326;7
1162;Пассажиропоток, личный транспорт, (поездок за год);введенно для транспорта/GIH;C1195;32
1163;Пассажиропоток, общественный транспорт, (поездок за год);введенно для транспорта/GIH;C1196;32
1164;Переменные расходы транспортной работы;введенно для транспорта/GIH;C1204;7
1165;Основные средства в транспортной сфере;введенно для транспорта/GIH;C1205;7
1170;Чистая прибыль траспортных предприятий (за отчётный период);введенно для транспорта/GIH;C1211;7
1171;Выгода от экономии времени на поездке на общественном транспорте (GIH);введенно для транспорта/GIH;C1216;7
1172;Выгода от экономии времени на поездке на личном транспорте (GIH);введенно для транспорта/GIH;C1231;7
1173;Экономия эксплуатационных затрат на автомобиль (GIH);введенно для транспорта/GIH;C1233;7
1174;Экономия от безопасности на дороге (GIH);введенно для транспорта/GIH;C1244;7
1175;Экономия от повышения качества воздуха (GIH);введенно для транспорта/GIH;C1245;7
1176;Экономия от уменьшения шума (GIH);введенно для транспорта/GIH;C1246;7
1177;Экономия от снижения уровня СО2 (GIH);введенно для транспорта/GIH;C1247;7
1178;Доход от продажи билетов;введенно для транспорта/GIH;C1266;7
1179;Доход, не связанный с продажей билетов;введенно для транспорта/GIH;C1267;7
1180;Капитальные расходы;введенно для транспорта/GIH;C1268;7
1181;Эксплуатационные расходы;введенно для транспорта/GIH;C1269;7
1182;Итоговые доходы;введенно для транспорта/GIH;C1270;7
1183;Итоговые расходы;введенно для транспорта/GIH;C1271;7
1184;Объем ущерба окружающей среде и экосистеме от строительства дорожной инфраструктуры;введенно для транспорта/GIH;C1272;7
1185;Выгода от пешеходных прогулок;введенно для транспорта/GIH;C1273;7
1186;Выгода от использования велосипеда;введенно для транспорта/GIH;C1274;7
1191;Время ожидания общественного транспорта на остановке;введенно для транспорта/GIH;C1227;65
1193;Пассажирооборот (транспортная работа), общий;введенно для транспорта/GIH;C1198;70
1194;Пассажирооборот (транспортная работа), личный транспорт;введенно для транспорта/GIH;C1199;70
1200;Стоимость аварии для автомобиля;введенно для транспорта/GIH;C1235;67
1201;Стоимость аварии для автобуса;введенно для транспорта/GIH;C1236;67
1202;Стоимость загрязнения от автомобиля;введенно для транспорта/GIH;C1237;67
1206;Стоимость CO2 загрязнения для автомобиля;введенно для транспорта/GIH;C1241;67
1207;Стоимость CO2 загрязнения для автобуса;введенно для транспорта/GIH;C1242;67
1208;ВВП на душу населения;введенно для транспорта/GIH;C1218;40
1215;Мультипликаторы экономического воздействия: Повышение качества воздуха;введенно для транспорта/GIH;C1281;20
1216;Мультипликаторы экономического воздействия: Отсутствие шума;введенно для транспорта/GIH;C1282;20
1217;Мультипликаторы экономического воздействия: Снижение уровня СО2;введенно для транспорта/GIH;C1283;20
1218;Мультипликаторы экономического воздействия: Пешеходные прогулки;введенно для транспорта/GIH;C1284;20
1219;Мультипликаторы экономического воздействия: Использование велосипеда;введенно для транспорта/GIH;C1285;20
1220;Общая стоимость пользы от передвижения пешком за км;введенно для транспорта/GIH;C1253;67
1221;Общая стоимость пользы от поездки на велосипеде за км;введенно для транспорта/GIH;C1254;67
1222;Время оборота общественного транспорта;введенно для транспорта/GIH;C1225;64
1223;Время поездки на общественном транспорте;введенно для транспорта/GIH;C1228;64
1224;Время поездки на личном транспорте;введенно для транспорта/GIH;C1229;64
1225;Экономическая норма прибыли (ERR);введенно для транспорта/GIH;C1276;31
1226;Стоимость ущерба окружающей среде и экосистеме от строительства или реконструкции дорожной инфраструктуры в год;введенно для транспорта/GIH;C1286;67
